name,count,unified,subgroup,group
tone,None,1F9D8-1F3FF-200D-2642-FE0F,person-activity,Smileys & People
tone,None,1F9D8-1F3FF-200D-2642,person-activity,Smileys & People
bath,2,1F6C0,person-activity,Smileys & People
tone,None,1F6C0-1F3FB,person-activity,Smileys & People
tone,None,1F6C0-1F3FC,person-activity,Smileys & People
tone,None,1F6C0-1F3FD,person-activity,Smileys & People
tone,None,1F6C0-1F3FE,person-activity,Smileys & People
tone,None,1F6C0-1F3FF,person-activity,Smileys & People
bed,None,1F6CC,person-activity,Smileys & People
tone,None,1F6CC-1F3FB,person-activity,Smileys & People
tone,None,1F6CC-1F3FC,person-activity,Smileys & People
tone,None,1F6CC-1F3FD,person-activity,Smileys & People
tone,None,1F6CC-1F3FE,person-activity,Smileys & People
tone,None,1F6CC-1F3FF,person-activity,Smileys & People
levitating,None,1F574-FE0F,person-activity,Smileys & People
levitating,None,1F574,person-activity,Smileys & People
tone,None,1F574-1F3FB,person-activity,Smileys & People
tone,None,1F574-1F3FC,person-activity,Smileys & People
tone,None,1F574-1F3FD,person-activity,Smileys & People
tone,None,1F574-1F3FE,person-activity,Smileys & People
tone,None,1F574-1F3FF,person-activity,Smileys & People
head,None,1F5E3-FE0F,person-activity,Smileys & People
head,None,1F5E3,person-activity,Smileys & People
silhouette,3,1F464,person-activity,Smileys & People
silhouette,2,1F465,person-activity,Smileys & People
fencing,None,1F93A,person-sport,Smileys & People
racing,None,1F3C7,person-sport,Smileys & People
tone,None,1F3C7-1F3FB,person-sport,Smileys & People
tone,None,1F3C7-1F3FC,person-sport,Smileys & People
tone,None,1F3C7-1F3FD,person-sport,Smileys & People
tone,None,1F3C7-1F3FE,person-sport,Smileys & People
tone,None,1F3C7-1F3FF,person-sport,Smileys & People
skier,None,26F7-FE0F,person-sport,Smileys & People
skier,None,26F7,person-sport,Smileys & People
snowboarder,1,1F3C2,person-sport,Smileys & People
tone,None,1F3C2-1F3FB,person-sport,Smileys & People
tone,None,1F3C2-1F3FC,person-sport,Smileys & People
tone,None,1F3C2-1F3FD,person-sport,Smileys & People
tone,None,1F3C2-1F3FE,person-sport,Smileys & People
tone,None,1F3C2-1F3FF,person-sport,Smileys & People
golfing,None,1F3CC-FE0F,person-sport,Smileys & People
golfing,None,1F3CC,person-sport,Smileys & People
tone,None,1F3CC-1F3FB,person-sport,Smileys & People
tone,None,1F3CC-1F3FC,person-sport,Smileys & People
tone,None,1F3CC-1F3FD,person-sport,Smileys & People
tone,None,1F3CC-1F3FE,person-sport,Smileys & People
tone,None,1F3CC-1F3FF,person-sport,Smileys & People
golfing,None,1F3CC-FE0F-200D-2642-FE0F,person-sport,Smileys & People
golfing,None,1F3CC-200D-2642-FE0F,person-sport,Smileys & People
golfing,None,1F3CC-FE0F-200D-2642,person-sport,Smileys & People
golfing,None,1F3CC-200D-2642,person-sport,Smileys & People
tone,None,1F3CC-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CC-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,1F3CC-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CC-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,1F3CC-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CC-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,1F3CC-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CC-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,1F3CC-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CC-1F3FF-200D-2642,person-sport,Smileys & People
golfing,None,1F3CC-FE0F-200D-2640-FE0F,person-sport,Smileys & People
golfing,None,1F3CC-200D-2640-FE0F,person-sport,Smileys & People
golfing,None,1F3CC-FE0F-200D-2640,person-sport,Smileys & People
golfing,None,1F3CC-200D-2640,person-sport,Smileys & People
tone,None,1F3CC-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CC-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,1F3CC-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CC-1F3FC-200D-2640,person-sport,Smileys & People
tone,None,1F3CC-1F3FD-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CC-1F3FD-200D-2640,person-sport,Smileys & People
tone,None,1F3CC-1F3FE-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CC-1F3FE-200D-2640,person-sport,Smileys & People
tone,None,1F3CC-1F3FF-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CC-1F3FF-200D-2640,person-sport,Smileys & People
surfing,7,1F3C4,person-sport,Smileys & People
tone,None,1F3C4-1F3FB,person-sport,Smileys & People
tone,None,1F3C4-1F3FC,person-sport,Smileys & People
tone,None,1F3C4-1F3FD,person-sport,Smileys & People
tone,None,1F3C4-1F3FE,person-sport,Smileys & People
tone,None,1F3C4-1F3FF,person-sport,Smileys & People
surfing,None,1F3C4-200D-2642-FE0F,person-sport,Smileys & People
surfing,None,1F3C4-200D-2642,person-sport,Smileys & People
tone,None,1F3C4-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3C4-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,1F3C4-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3C4-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,1F3C4-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3C4-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,1F3C4-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3C4-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,1F3C4-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3C4-1F3FF-200D-2642,person-sport,Smileys & People
surfing,None,1F3C4-200D-2640-FE0F,person-sport,Smileys & People
surfing,None,1F3C4-200D-2640,person-sport,Smileys & People
tone,None,1F3C4-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3C4-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,1F3C4-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3C4-1F3FC-200D-2640,person-sport,Smileys & People
tone,None,1F3C4-1F3FD-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3C4-1F3FD-200D-2640,person-sport,Smileys & People
tone,None,1F3C4-1F3FE-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3C4-1F3FE-200D-2640,person-sport,Smileys & People
tone,None,1F3C4-1F3FF-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3C4-1F3FF-200D-2640,person-sport,Smileys & People
boat,1,1F6A3,person-sport,Smileys & People
tone,None,1F6A3-1F3FB,person-sport,Smileys & People
tone,None,1F6A3-1F3FC,person-sport,Smileys & People
tone,None,1F6A3-1F3FD,person-sport,Smileys & People
tone,None,1F6A3-1F3FE,person-sport,Smileys & People
tone,None,1F6A3-1F3FF,person-sport,Smileys & People
boat,None,1F6A3-200D-2642-FE0F,person-sport,Smileys & People
boat,None,1F6A3-200D-2642,person-sport,Smileys & People
tone,None,1F6A3-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6A3-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,1F6A3-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6A3-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,1F6A3-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6A3-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,1F6A3-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6A3-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,1F6A3-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6A3-1F3FF-200D-2642,person-sport,Smileys & People
boat,None,1F6A3-200D-2640-FE0F,person-sport,Smileys & People
boat,None,1F6A3-200D-2640,person-sport,Smileys & People
tone,None,1F6A3-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6A3-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,1F6A3-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6A3-1F3FC-200D-2640,person-sport,Smileys & People
tone,None,1F6A3-1F3FD-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6A3-1F3FD-200D-2640,person-sport,Smileys & People
tone,None,1F6A3-1F3FE-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6A3-1F3FE-200D-2640,person-sport,Smileys & People
tone,None,1F6A3-1F3FF-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6A3-1F3FF-200D-2640,person-sport,Smileys & People
swimming,18,1F3CA,person-sport,Smileys & People
tone,None,1F3CA-1F3FB,person-sport,Smileys & People
tone,None,1F3CA-1F3FC,person-sport,Smileys & People
tone,None,1F3CA-1F3FD,person-sport,Smileys & People
tone,None,1F3CA-1F3FE,person-sport,Smileys & People
tone,None,1F3CA-1F3FF,person-sport,Smileys & People
swimming,None,1F3CA-200D-2642-FE0F,person-sport,Smileys & People
swimming,None,1F3CA-200D-2642,person-sport,Smileys & People
tone,None,1F3CA-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CA-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,1F3CA-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CA-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,1F3CA-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CA-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,1F3CA-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CA-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,1F3CA-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CA-1F3FF-200D-2642,person-sport,Smileys & People
swimming,None,1F3CA-200D-2640-FE0F,person-sport,Smileys & People
swimming,None,1F3CA-200D-2640,person-sport,Smileys & People
tone,None,1F3CA-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CA-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,1F3CA-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CA-1F3FC-200D-2640,person-sport,Smileys & People
tone,None,1F3CA-1F3FD-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CA-1F3FD-200D-2640,person-sport,Smileys & People
tone,None,1F3CA-1F3FE-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CA-1F3FE-200D-2640,person-sport,Smileys & People
tone,None,1F3CA-1F3FF-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CA-1F3FF-200D-2640,person-sport,Smileys & People
ball,None,26F9-FE0F,person-sport,Smileys & People
ball,None,26F9,person-sport,Smileys & People
tone,None,26F9-1F3FB,person-sport,Smileys & People
tone,None,26F9-1F3FC,person-sport,Smileys & People
tone,None,26F9-1F3FD,person-sport,Smileys & People
tone,None,26F9-1F3FE,person-sport,Smileys & People
tone,None,26F9-1F3FF,person-sport,Smileys & People
ball,None,26F9-FE0F-200D-2642-FE0F,person-sport,Smileys & People
ball,None,26F9-200D-2642-FE0F,person-sport,Smileys & People
ball,None,26F9-FE0F-200D-2642,person-sport,Smileys & People
ball,None,26F9-200D-2642,person-sport,Smileys & People
tone,None,26F9-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,26F9-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,26F9-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,26F9-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,26F9-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,26F9-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,26F9-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,26F9-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,26F9-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,26F9-1F3FF-200D-2642,person-sport,Smileys & People
ball,None,26F9-FE0F-200D-2640-FE0F,person-sport,Smileys & People
ball,None,26F9-200D-2640-FE0F,person-sport,Smileys & People
ball,None,26F9-FE0F-200D-2640,person-sport,Smileys & People
ball,None,26F9-200D-2640,person-sport,Smileys & People
tone,None,26F9-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,26F9-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,26F9-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
tone,None,26F9-1F3FC-200D-2640,person-sport,Smileys & People
tone,None,26F9-1F3FD-200D-2640-FE0F,person-sport,Smileys & People
tone,None,26F9-1F3FD-200D-2640,person-sport,Smileys & People
tone,None,26F9-1F3FE-200D-2640-FE0F,person-sport,Smileys & People
tone,None,26F9-1F3FE-200D-2640,person-sport,Smileys & People
tone,None,26F9-1F3FF-200D-2640-FE0F,person-sport,Smileys & People
tone,None,26F9-1F3FF-200D-2640,person-sport,Smileys & People
weights,None,1F3CB-FE0F,person-sport,Smileys & People
weights,None,1F3CB,person-sport,Smileys & People
tone,None,1F3CB-1F3FB,person-sport,Smileys & People
tone,None,1F3CB-1F3FC,person-sport,Smileys & People
tone,None,1F3CB-1F3FD,person-sport,Smileys & People
tone,None,1F3CB-1F3FE,person-sport,Smileys & People
tone,None,1F3CB-1F3FF,person-sport,Smileys & People
weights,None,1F3CB-FE0F-200D-2642-FE0F,person-sport,Smileys & People
weights,None,1F3CB-200D-2642-FE0F,person-sport,Smileys & People
weights,None,1F3CB-FE0F-200D-2642,person-sport,Smileys & People
weights,None,1F3CB-200D-2642,person-sport,Smileys & People
tone,None,1F3CB-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CB-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,1F3CB-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CB-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,1F3CB-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CB-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,1F3CB-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CB-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,1F3CB-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F3CB-1F3FF-200D-2642,person-sport,Smileys & People
weights,None,1F3CB-FE0F-200D-2640-FE0F,person-sport,Smileys & People
weights,None,1F3CB-200D-2640-FE0F,person-sport,Smileys & People
weights,None,1F3CB-FE0F-200D-2640,person-sport,Smileys & People
weights,None,1F3CB-200D-2640,person-sport,Smileys & People
tone,None,1F3CB-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CB-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,1F3CB-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CB-1F3FC-200D-2640,person-sport,Smileys & People
tone,None,1F3CB-1F3FD-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CB-1F3FD-200D-2640,person-sport,Smileys & People
tone,None,1F3CB-1F3FE-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CB-1F3FE-200D-2640,person-sport,Smileys & People
tone,None,1F3CB-1F3FF-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F3CB-1F3FF-200D-2640,person-sport,Smileys & People
biking,4,1F6B4,person-sport,Smileys & People
tone,None,1F6B4-1F3FB,person-sport,Smileys & People
tone,None,1F6B4-1F3FC,person-sport,Smileys & People
tone,None,1F6B4-1F3FD,person-sport,Smileys & People
tone,None,1F6B4-1F3FE,person-sport,Smileys & People
tone,None,1F6B4-1F3FF,person-sport,Smileys & People
biking,None,1F6B4-200D-2642-FE0F,person-sport,Smileys & People
biking,None,1F6B4-200D-2642,person-sport,Smileys & People
tone,None,1F6B4-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6B4-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,1F6B4-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6B4-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,1F6B4-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6B4-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,1F6B4-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6B4-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,1F6B4-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6B4-1F3FF-200D-2642,person-sport,Smileys & People
biking,None,1F6B4-200D-2640-FE0F,person-sport,Smileys & People
biking,None,1F6B4-200D-2640,person-sport,Smileys & People
tone,None,1F6B4-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6B4-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,1F6B4-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6B4-1F3FC-200D-2640,person-sport,Smileys & People
tone,None,1F6B4-1F3FD-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6B4-1F3FD-200D-2640,person-sport,Smileys & People
tone,None,1F6B4-1F3FE-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6B4-1F3FE-200D-2640,person-sport,Smileys & People
tone,None,1F6B4-1F3FF-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6B4-1F3FF-200D-2640,person-sport,Smileys & People
biking,1,1F6B5,person-sport,Smileys & People
tone,None,1F6B5-1F3FB,person-sport,Smileys & People
tone,None,1F6B5-1F3FC,person-sport,Smileys & People
tone,None,1F6B5-1F3FD,person-sport,Smileys & People
tone,None,1F6B5-1F3FE,person-sport,Smileys & People
tone,None,1F6B5-1F3FF,person-sport,Smileys & People
biking,None,1F6B5-200D-2642-FE0F,person-sport,Smileys & People
biking,None,1F6B5-200D-2642,person-sport,Smileys & People
tone,None,1F6B5-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6B5-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,1F6B5-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6B5-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,1F6B5-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6B5-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,1F6B5-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6B5-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,1F6B5-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F6B5-1F3FF-200D-2642,person-sport,Smileys & People
biking,None,1F6B5-200D-2640-FE0F,person-sport,Smileys & People
biking,None,1F6B5-200D-2640,person-sport,Smileys & People
tone,None,1F6B5-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6B5-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,1F6B5-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6B5-1F3FC-200D-2640,person-sport,Smileys & People
tone,None,1F6B5-1F3FD-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6B5-1F3FD-200D-2640,person-sport,Smileys & People
tone,None,1F6B5-1F3FE-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6B5-1F3FE-200D-2640,person-sport,Smileys & People
tone,None,1F6B5-1F3FF-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F6B5-1F3FF-200D-2640,person-sport,Smileys & People
car,None,1F3CE-FE0F,person-sport,Smileys & People
car,None,1F3CE,person-sport,Smileys & People
motorcycle,None,1F3CD-FE0F,person-sport,Smileys & People
motorcycle,None,1F3CD,person-sport,Smileys & People
cartwheeling,None,1F938,person-sport,Smileys & People
tone,None,1F938-1F3FB,person-sport,Smileys & People
tone,None,1F938-1F3FC,person-sport,Smileys & People
tone,None,1F938-1F3FD,person-sport,Smileys & People
tone,None,1F938-1F3FE,person-sport,Smileys & People
tone,None,1F938-1F3FF,person-sport,Smileys & People
cartwheeling,None,1F938-200D-2642-FE0F,person-sport,Smileys & People
cartwheeling,None,1F938-200D-2642,person-sport,Smileys & People
tone,None,1F938-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F938-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,1F938-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F938-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,1F938-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F938-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,1F938-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F938-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,1F938-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F938-1F3FF-200D-2642,person-sport,Smileys & People
cartwheeling,None,1F938-200D-2640-FE0F,person-sport,Smileys & People
cartwheeling,None,1F938-200D-2640,person-sport,Smileys & People
tone,None,1F938-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F938-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,1F938-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F938-1F3FC-200D-2640,person-sport,Smileys & People
tone,None,1F938-1F3FD-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F938-1F3FD-200D-2640,person-sport,Smileys & People
tone,None,1F938-1F3FE-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F938-1F3FE-200D-2640,person-sport,Smileys & People
tone,None,1F938-1F3FF-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F938-1F3FF-200D-2640,person-sport,Smileys & People
wrestling,None,1F93C,person-sport,Smileys & People
wrestling,None,1F93C-200D-2642-FE0F,person-sport,Smileys & People
wrestling,None,1F93C-200D-2642,person-sport,Smileys & People
wrestling,None,1F93C-200D-2640-FE0F,person-sport,Smileys & People
wrestling,None,1F93C-200D-2640,person-sport,Smileys & People
polo,None,1F93D,person-sport,Smileys & People
tone,None,1F93D-1F3FB,person-sport,Smileys & People
tone,None,1F93D-1F3FC,person-sport,Smileys & People
tone,None,1F93D-1F3FD,person-sport,Smileys & People
tone,None,1F93D-1F3FE,person-sport,Smileys & People
tone,None,1F93D-1F3FF,person-sport,Smileys & People
polo,None,1F93D-200D-2642-FE0F,person-sport,Smileys & People
polo,None,1F93D-200D-2642,person-sport,Smileys & People
tone,None,1F93D-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F93D-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,1F93D-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F93D-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,1F93D-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F93D-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,1F93D-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F93D-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,1F93D-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F93D-1F3FF-200D-2642,person-sport,Smileys & People
polo,None,1F93D-200D-2640-FE0F,person-sport,Smileys & People
polo,None,1F93D-200D-2640,person-sport,Smileys & People
tone,None,1F93D-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F93D-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,1F93D-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F93D-1F3FC-200D-2640,person-sport,Smileys & People
tone,None,1F93D-1F3FD-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F93D-1F3FD-200D-2640,person-sport,Smileys & People
tone,None,1F93D-1F3FE-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F93D-1F3FE-200D-2640,person-sport,Smileys & People
tone,None,1F93D-1F3FF-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F93D-1F3FF-200D-2640,person-sport,Smileys & People
handball,None,1F93E,person-sport,Smileys & People
tone,None,1F93E-1F3FB,person-sport,Smileys & People
tone,None,1F93E-1F3FC,person-sport,Smileys & People
tone,None,1F93E-1F3FD,person-sport,Smileys & People
tone,None,1F93E-1F3FE,person-sport,Smileys & People
tone,None,1F93E-1F3FF,person-sport,Smileys & People
handball,None,1F93E-200D-2642-FE0F,person-sport,Smileys & People
handball,None,1F93E-200D-2642,person-sport,Smileys & People
tone,None,1F93E-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F93E-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,1F93E-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F93E-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,1F93E-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F93E-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,1F93E-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F93E-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,1F93E-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F93E-1F3FF-200D-2642,person-sport,Smileys & People
handball,None,1F93E-200D-2640-FE0F,person-sport,Smileys & People
handball,None,1F93E-200D-2640,person-sport,Smileys & People
tone,None,1F93E-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F93E-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,1F93E-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F93E-1F3FC-200D-2640,person-sport,Smileys & People
tone,None,1F93E-1F3FD-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F93E-1F3FD-200D-2640,person-sport,Smileys & People
tone,None,1F93E-1F3FE-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F93E-1F3FE-200D-2640,person-sport,Smileys & People
tone,None,1F93E-1F3FF-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F93E-1F3FF-200D-2640,person-sport,Smileys & People
juggling,None,1F939,person-sport,Smileys & People
tone,None,1F939-1F3FB,person-sport,Smileys & People
tone,None,1F939-1F3FC,person-sport,Smileys & People
tone,None,1F939-1F3FD,person-sport,Smileys & People
tone,None,1F939-1F3FE,person-sport,Smileys & People
tone,None,1F939-1F3FF,person-sport,Smileys & People
juggling,None,1F939-200D-2642-FE0F,person-sport,Smileys & People
juggling,None,1F939-200D-2642,person-sport,Smileys & People
tone,None,1F939-1F3FB-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F939-1F3FB-200D-2642,person-sport,Smileys & People
tone,None,1F939-1F3FC-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F939-1F3FC-200D-2642,person-sport,Smileys & People
tone,None,1F939-1F3FD-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F939-1F3FD-200D-2642,person-sport,Smileys & People
tone,None,1F939-1F3FE-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F939-1F3FE-200D-2642,person-sport,Smileys & People
tone,None,1F939-1F3FF-200D-2642-FE0F,person-sport,Smileys & People
tone,None,1F939-1F3FF-200D-2642,person-sport,Smileys & People
juggling,None,1F939-200D-2640-FE0F,person-sport,Smileys & People
juggling,None,1F939-200D-2640,person-sport,Smileys & People
tone,None,1F939-1F3FB-200D-2640-FE0F,person-sport,Smileys & People
tone,None,1F939-1F3FB-200D-2640,person-sport,Smileys & People
tone,None,1F939-1F3FC-200D-2640-FE0F,person-sport,Smileys & People
